###
console output
2024-04-30 17:17:31.062815
###
 
 reading from starter.ss
 reading from data file
Data read successful 999

 reading forecast file 
 reading from control file
End of control file successful! 999
Begin setting up parameters ...  end of parameter section 
5 413 -log(L): 1058.71  Spbio: 17523.8 4084.74
5 414 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 415 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 416 -log(L): 1058.71  Spbio: 17523.8 4084.7
5 417 -log(L): 1058.71  Spbio: 17523.8 4084.77
5 418 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 419 -log(L): 1058.71  Spbio: 17523.8 4084.74
5 420 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 421 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 422 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 423 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 424 -log(L): 1058.71  Spbio: 17523.8 4084.75
5 425 -log(L): 1058.71  Spbio: 17523.8 4084.71
5 426 -log(L): 1058.71  Spbio: 17523.8 4084.73
5 427 -log(L): 1058.71  Spbio: 17523.8 4084.73
, 100%5 428 -log(L): 1058.71  Spbio: 17523.8 4084.82
5 429 -log(L): 1058.71  Spbio: 17523.8 4084.65
5 430 -log(L): 1058.71  Spbio: 17523.8 4084.74
5 431 -log(L): 1058.71  Spbio: 17523.8 4084.72
 done (14 s) 
Differentiating 8 derived quantities: 5 432 -log(L): 1058.71  Spbio: 17523.8 4084.73
1, 2, 3, 4, 5, 6, 7, 8 done (1 m 28 s) 
Inverting Hessian (49 variables): 20%, 40%, 60%, 80%, 100% done (0.005 s) 
Starting standard error calculations...  done (0.93 s) 
Iterations: 432
Finished forecast
Writing wtatage.ss_new
Finished posteriors
Finished final writing of report.sso
Begin writing *.ss_new output files ... Finished writing *.ss_new output files

 N parameters that are on or within 1% of min-max bound: 2

!!  Run has completed  !! 
!!  See warning.sso for 3 warnings  and 3 notes 

Finished running model 'ss3' after 2 m 5 s.
