"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.ForeCatch","StdDev.ForeCatch","Value.OFLCatch","StdDev.OFLCatch","Value.lnSPB","StdDev.lnSPB","Value.SURVEY1","StdDev.SURVEY1","year","model_run","scenarios"
14925.3,641.693,2438.1,854.608,0.815635,0.00802578,0.282222,0.0175523,0.896923,0.093395,NA,NA,NA,NA,NA,NA,11.223,0.107236,"1989","iteration_4","em_recdev_2"
13301.7,647.082,2123.78,678.648,0.815328,0.00940357,0.281763,0.019064,0.799352,0.0881534,NA,NA,NA,NA,NA,NA,NA,NA,"1990","iteration_4","em_recdev_2"
11783.5,662.857,3004.05,758.264,0.804165,0.0114997,0.265874,0.0198701,0.708117,0.0834793,NA,NA,NA,NA,NA,NA,NA,NA,"1991","iteration_4","em_recdev_2"
10522.2,688.454,1958.41,744.879,0.742061,0.0155873,0.198731,0.0163477,0.632319,0.0802076,NA,NA,NA,NA,NA,NA,10.9028,0.101355,"1992","iteration_4","em_recdev_2"
9873.49,724.767,4249.64,1149.11,0.753619,0.017317,0.209101,0.0188942,0.593338,0.0801204,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_4","em_recdev_2"
9191.68,767.992,9071.61,1896.41,0.769531,0.0192659,0.224759,0.0227007,0.552365,0.0801687,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_4","em_recdev_2"
8446.57,817.079,3739.85,1159.04,0.791432,0.0213547,0.249463,0.0287833,0.507589,0.080222,NA,NA,NA,NA,NA,NA,10.684,0.105548,"1995","iteration_4","em_recdev_2"
7631.74,873.628,1540.65,683.145,0.809163,0.0241765,0.2728,0.0367926,0.458622,0.0804005,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_4","em_recdev_2"
6864.18,946.073,5219.19,1569.37,0.764532,0.032335,0.219652,0.0343713,0.412497,0.0817486,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_4","em_recdev_2"
6610.18,1052.04,5340.92,1758.42,0.758675,0.0376438,0.213892,0.0380337,0.397233,0.0872394,NA,NA,NA,NA,NA,NA,10.6605,0.138999,"1998","iteration_4","em_recdev_2"
6615.29,1202.64,2191.83,925.001,0.753065,0.0433481,0.208585,0.041813,0.39754,0.0964124,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_4","em_recdev_2"
6763.85,1391.73,1898.93,887.862,0.749768,0.049341,0.205558,0.0462351,0.406467,0.10843,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_4","em_recdev_2"
6928.77,1607.91,4070.32,2058.36,0.75038,0.0555376,0.206114,0.0519535,0.416378,0.122118,NA,NA,NA,NA,8.84344,0.232062,10.6919,0.197787,"2001","iteration_4","em_recdev_2"
7060.79,1848.05,3319.15,2214.86,0.269244,0.140915,0.0311009,0.0212469,0.424312,0.137105,484.112,453.28,1724.59,446.433,NA,NA,NA,NA,"2002","iteration_4","em_recdev_2"
8014.87,1958.41,3580.17,2349.12,0.329652,0.100115,0.0409348,0.0174684,0.481646,0.147742,704.401,468.755,1911.46,466.615,NA,NA,NA,NA,"2003","iteration_4","em_recdev_2"
8873.59,2051.99,3793.83,2459.37,0.367902,0.0775262,0.0479776,0.0149489,0.53325,0.157149,893.926,482.086,2073.46,483.347,NA,NA,NA,NA,"2004","iteration_4","em_recdev_2"
9597.59,2124.12,3960.24,2545.62,0.392672,0.0642395,0.0529363,0.0132685,0.576758,0.164952,1051.21,494.166,2212.77,498.355,NA,NA,NA,NA,"2005","iteration_4","em_recdev_2"
10202.4,2186.35,4090.59,2614.05,0.409658,0.0560893,0.0565389,0.0121734,0.613102,0.171882,1183.32,506.808,2334.44,513.272,NA,NA,NA,NA,"2006","iteration_4","em_recdev_2"
10722.3,2257.02,4196.9,2671.09,0.42219,0.0511928,0.0593113,0.0115427,0.644347,0.178981,1298.32,520.94,2443.53,528.306,NA,NA,NA,NA,"2007","iteration_4","em_recdev_2"
11185.8,2348.67,4287.51,2720.88,0.432053,0.0485369,0.0615656,0.0112896,0.672203,0.186863,1402.23,535.761,2544.21,542.619,NA,NA,NA,NA,"2008","iteration_4","em_recdev_2"
11614,2463.82,4367.93,2765.92,0.440242,0.0473948,0.0634882,0.0113197,0.697935,0.195618,1499.26,549.747,2639.49,555.287,NA,NA,NA,NA,"2009","iteration_4","em_recdev_2"
12021.7,2597.79,4441.74,2807.63,0.447332,0.0472316,0.0651914,0.0115457,0.722435,0.205017,1592.11,561.77,2731.26,565.789,NA,NA,NA,NA,"2010","iteration_4","em_recdev_2"
12417.6,2743.31,4510.96,2846.79,0.453641,0.0476859,0.0667382,0.0119012,0.746223,0.214734,1682.21,571.363,2820.39,574.011,NA,NA,NA,NA,"2011","iteration_4","em_recdev_2"
51712,1621.84,3169.51,1051.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8534,0.0313628,NA,NA,"1971","iteration_5","em_recdev_2"
51711.3,1621.78,3559.43,1321.4,0.0225858,0.000646408,0.00206932,9.71358e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","iteration_5","em_recdev_2"
51620.1,1621.04,4302.4,1624.97,0.105303,0.0027729,0.0104152,0.000489342,4.45988,1.61444,NA,NA,NA,NA,NA,NA,NA,NA,"1973","iteration_5","em_recdev_2"
51160.9,1616.63,5827.81,2255.9,0.104199,0.00274226,0.010295,0.000483061,4.42021,1.60014,NA,NA,NA,NA,NA,NA,NA,NA,"1974","iteration_5","em_recdev_2"
50625.5,1603.53,9942.48,3193.32,0.195084,0.00461146,0.0211314,0.000986825,4.37395,1.58379,NA,NA,NA,NA,NA,NA,NA,NA,"1975","iteration_5","em_recdev_2"
49495.2,1573.8,16472.7,3064.33,0.27658,0.00588422,0.0328161,0.0015242,4.27629,1.54935,NA,NA,NA,NA,NA,NA,NA,NA,"1976","iteration_5","em_recdev_2"
47756,1526.03,4140.87,1894.65,0.351664,0.00674297,0.0457826,0.00211948,4.12603,1.49648,NA,NA,NA,NA,NA,NA,11.8165,0.128285,"1977","iteration_5","em_recdev_2"
45516.5,1464.44,6687.97,1961.13,0.416264,0.00725324,0.0591905,0.0027466,3.93254,1.42849,NA,NA,NA,NA,NA,NA,NA,NA,"1978","iteration_5","em_recdev_2"
43052.7,1395.09,5602.85,2100.81,0.48079,0.00754671,0.0753801,0.00353351,3.71968,1.35406,NA,NA,NA,NA,NA,NA,NA,NA,"1979","iteration_5","em_recdev_2"
40595.9,1322.96,6733.66,2158.39,0.577753,0.00758545,0.107404,0.00513089,3.50741,1.28052,NA,NA,NA,NA,NA,NA,11.7187,0.126139,"1980","iteration_5","em_recdev_2"
37831.9,1250.12,7137.61,2018.44,0.654384,0.00736707,0.143121,0.00702457,3.2686,1.19804,NA,NA,NA,NA,NA,NA,NA,NA,"1981","iteration_5","em_recdev_2"
34696.7,1180.13,3922.11,1481.38,0.676115,0.00750672,0.155795,0.00787753,2.99773,1.10446,NA,NA,NA,NA,NA,NA,NA,NA,"1982","iteration_5","em_recdev_2"
31752.6,1118.95,3929.92,1456.83,0.701455,0.00766886,0.172507,0.00900169,2.74337,1.01707,NA,NA,NA,NA,NA,NA,11.4846,0.122282,"1983","iteration_5","em_recdev_2"
28820.8,1066.96,6617.96,1903.11,0.727934,0.00790153,0.192714,0.0104553,2.49007,0.930081,NA,NA,NA,NA,NA,NA,NA,NA,"1984","iteration_5","em_recdev_2"
25873.9,1024.97,7381.36,2251.28,0.754201,0.00824919,0.216294,0.0123452,2.23546,0.842561,NA,NA,NA,NA,NA,NA,NA,NA,"1985","iteration_5","em_recdev_2"
22926.8,993.913,10661.9,2265.56,0.777123,0.00880797,0.240589,0.0146717,1.98083,0.755015,NA,NA,NA,NA,10.0401,0.0433517,11.1643,0.115465,"1986","iteration_5","em_recdev_2"
20042.6,974.901,3885.78,1626.5,0.808848,0.00932383,0.282005,0.0188327,1.73164,0.669488,NA,NA,NA,NA,NA,NA,NA,NA,"1987","iteration_5","em_recdev_2"
17119.2,969.483,9248.54,1849.08,0.812167,0.0109671,0.287001,0.0215055,1.47906,0.583042,NA,NA,NA,NA,NA,NA,NA,NA,"1988","iteration_5","em_recdev_2"
14815.2,985.812,3328.04,1301.77,0.808058,0.0132495,0.280839,0.0238843,1.28001,0.516792,NA,NA,NA,NA,NA,NA,10.8842,0.104409,"1989","iteration_5","em_recdev_2"
13233.6,1032.01,4288.14,1261.64,0.80103,0.0160409,0.270789,0.0261889,1.14336,0.474657,NA,NA,NA,NA,NA,NA,NA,NA,"1990","iteration_5","em_recdev_2"
12267.1,1113.34,4353.67,1467.84,0.781328,0.0198423,0.245502,0.0268193,1.05986,0.453737,NA,NA,NA,NA,NA,NA,NA,NA,"1991","iteration_5","em_recdev_2"
11823.3,1229.49,6123.64,1846.57,0.692688,0.0267914,0.166463,0.0200213,1.02151,0.451181,NA,NA,NA,NA,NA,NA,10.7647,0.101939,"1992","iteration_5","em_recdev_2"
12104.2,1375.81,6702.47,1929.5,0.686297,0.0297649,0.162237,0.0211106,1.04578,0.472905,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_5","em_recdev_2"
12343.3,1539.64,5570.21,1648.02,0.688564,0.0327866,0.16372,0.0231699,1.06644,0.494533,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_5","em_recdev_2"
12434.7,1714.44,5523.46,1575.25,0.682888,0.036607,0.160042,0.0247655,1.07434,0.512417,NA,NA,NA,NA,NA,NA,10.7669,0.114549,"1995","iteration_5","em_recdev_2"
12458.6,1902.67,4927.06,1729.22,0.683091,0.0405796,0.160171,0.0271915,1.0764,0.529282,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_5","em_recdev_2"
12464.7,2112.87,6529.31,2250.17,0.605024,0.0476728,0.118769,0.021878,1.07693,0.547382,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_5","em_recdev_2"
12862.5,2352.67,4895.91,1886.98,0.592209,0.0516729,0.113269,0.0223403,1.11129,0.579914,NA,NA,NA,NA,NA,NA,10.8211,0.141604,"1998","iteration_5","em_recdev_2"
13329,2621.31,1985.6,864.146,0.58549,0.0556431,0.1105,0.0232894,1.1516,0.616953,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_5","em_recdev_2"
13806.9,2913.86,5922.37,2336.36,0.572409,0.059842,0.105321,0.0236705,1.19289,0.656371,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_5","em_recdev_2"
14295,3225.76,5854.11,2917.97,0.569235,0.0639537,0.104105,0.0249003,1.23506,0.697773,NA,NA,NA,NA,9.56767,0.225656,10.8784,0.174796,"2001","iteration_5","em_recdev_2"
14729.2,3550.01,6310.19,3952.91,0.48176,0.0344692,0.0756496,0.00983038,1.27257,0.73864,2235.67,811.681,3398.68,819.859,NA,NA,NA,NA,"2002","iteration_5","em_recdev_2"
15349.7,3574.58,6346.38,3958.9,0.48765,0.0313847,0.0773041,0.00919834,1.32619,0.760683,2358.29,811.503,3509.82,820.518,NA,NA,NA,NA,"2003","iteration_5","em_recdev_2"
15822,3574.19,6372.28,3963.5,0.491754,0.0292027,0.0784765,0.00873744,1.367,0.776435,2458.49,809.197,3605.44,818.542,NA,NA,NA,NA,"2004","iteration_5","em_recdev_2"
16199.9,3559.69,6392.05,3967.23,0.494828,0.0277042,0.079365,0.00842272,1.39964,0.788552,2549.77,807.068,3698.49,816.342,NA,NA,NA,NA,"2005","iteration_5","em_recdev_2"
16565.2,3549.31,6410.42,3970.97,0.497639,0.0270009,0.0801856,0.00831564,1.4312,0.800758,2644.3,806.265,3797.48,814.943,NA,NA,NA,NA,"2006","iteration_5","em_recdev_2"
16971.2,3562.81,6430.02,3975.26,0.500591,0.0274603,0.081056,0.00853907,1.46628,0.815259,2747.57,806.049,3904.7,813.513,NA,NA,NA,NA,"2007","iteration_5","em_recdev_2"
17429.8,3617.97,6451.2,3980.17,0.503729,0.0291973,0.0819907,0.00913935,1.50591,0.832523,2858.92,804.473,4017.98,810.425,NA,NA,NA,NA,"2008","iteration_5","em_recdev_2"
17926.6,3721.43,6473.07,3985.49,0.506912,0.0318797,0.0829491,0.0100315,1.54883,0.851897,2974.35,799.885,4133.27,804.503,NA,NA,NA,NA,"2009","iteration_5","em_recdev_2"
18437.4,3865.34,6494.46,3990.93,0.509972,0.0350102,0.0838806,0.0110741,1.59295,0.87221,3089.14,791.71,4246.42,795.422,NA,NA,NA,NA,"2010","iteration_5","em_recdev_2"
18939.5,4033.85,6514.49,3996.25,0.512791,0.038193,0.0847474,0.012147,1.63634,0.892269,3199.33,780.245,4354.1,783.476,NA,NA,NA,NA,"2011","iteration_5","em_recdev_2"
